TABLE 6J - COMPLETE CC LIST
Diagnosis Code	Description
S42.221P	2-part displaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
S42.222A	2-part displaced fracture of surgical neck of left humerus, initial encounter for closed fracture
S42.222K	2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
S42.222P	2-part displaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
S42.223A	2-part displaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
S42.223K	2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
S42.223P	2-part displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
S42.224A	2-part nondisplaced fracture of surgical neck of right humerus, initial encounter for closed fracture
S42.224K	2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
S42.224P	2-part nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
S42.225A	2-part nondisplaced fracture of surgical neck of left humerus, initial encounter for closed fracture
S42.225K	2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
S42.225P	2-part nondisplaced fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
S42.226A	2-part nondisplaced fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
S42.226K	2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
S42.226P	2-part nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
S42.231A	3-part fracture of surgical neck of right humerus, initial encounter for closed fracture
S42.231K	3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
S42.231P	3-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
S42.232A	3-part fracture of surgical neck of left humerus, initial encounter for closed fracture
S42.232K	3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
S42.232P	3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
S42.239A	3-part fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
S42.239K	3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
S42.239P	3-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
S42.241A	4-part fracture of surgical neck of right humerus, initial encounter for closed fracture
S42.241K	4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with nonunion
S42.241P	4-part fracture of surgical neck of right humerus, subsequent encounter for fracture with malunion
S42.242A	4-part fracture of surgical neck of left humerus, initial encounter for closed fracture
S42.242K	4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with nonunion
S42.242P	4-part fracture of surgical neck of left humerus, subsequent encounter for fracture with malunion
S42.249A	4-part fracture of surgical neck of unspecified humerus, initial encounter for closed fracture
S42.249K	4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with nonunion
S42.249P	4-part fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion
S42.251A	Displaced fracture of greater tuberosity of right humerus, initial encounter for closed fracture
S42.251K	Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion
S42.251P	Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion
S42.252A	Displaced fracture of greater tuberosity of left humerus, initial encounter for closed fracture
S42.252K	Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion
S42.252P	Displaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion
S42.253A	Displaced fracture of greater tuberosity of unspecified humerus, initial encounter for closed fracture
S42.253K	Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion
S42.253P	Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion
S42.254A	Nondisplaced fracture of greater tuberosity of right humerus, initial encounter for closed fracture
S42.254K	Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with nonunion
S42.254P	Nondisplaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with malunion
S42.255A	Nondisplaced fracture of greater tuberosity of left humerus, initial encounter for closed fracture
S42.255K	Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with nonunion
S42.255P	Nondisplaced fracture of greater tuberosity of left humerus, subsequent encounter for fracture with malunion
S42.256A	Nondisplaced fracture of greater tuberosity of unspecified humerus, initial encounter for closed fracture
S42.256K	Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion
S42.256P	Nondisplaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion
S42.261A	Displaced fracture of lesser tuberosity of right humerus, initial encounter for closed fracture
S42.261K	Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion
S42.261P	Displaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion
S42.262A	Displaced fracture of lesser tuberosity of left humerus, initial encounter for closed fracture
S42.262K	Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion
S42.262P	Displaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion
S42.263A	Displaced fracture of lesser tuberosity of unspecified humerus, initial encounter for closed fracture
S42.263K	Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion
S42.263P	Displaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion
S42.264A	Nondisplaced fracture of lesser tuberosity of right humerus, initial encounter for closed fracture
S42.264K	Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with nonunion
S42.264P	Nondisplaced fracture of lesser tuberosity of right humerus, subsequent encounter for fracture with malunion
S42.265A	Nondisplaced fracture of lesser tuberosity of left humerus, initial encounter for closed fracture
S42.265K	Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with nonunion
S42.265P	Nondisplaced fracture of lesser tuberosity of left humerus, subsequent encounter for fracture with malunion
S42.266A	Nondisplaced fracture of lesser tuberosity of unspecified humerus, initial encounter for closed fracture
S42.266K	Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with nonunion
S42.266P	Nondisplaced fracture of lesser tuberosity of unspecified humerus, subsequent encounter for fracture with malunion
S42.271A	Torus fracture of upper end of right humerus, initial encounter for closed fracture
S42.271K	Torus fracture of upper end of right humerus, subsequent encounter for fracture with nonunion
S42.271P	Torus fracture of upper end of right humerus, subsequent encounter for fracture with malunion
S42.272A	Torus fracture of upper end of left humerus, initial encounter for closed fracture
S42.272K	Torus fracture of upper end of left humerus, subsequent encounter for fracture with nonunion
S42.272P	Torus fracture of upper end of left humerus, subsequent encounter for fracture with malunion
S42.279A	Torus fracture of upper end of unspecified humerus, initial encounter for closed fracture
S42.279K	Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion
S42.279P	Torus fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion
