TABLE 6I - COMPLETE MCC LIST
Diagnosis Code	Description
S52.343C	Displaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.344B	Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.344C	Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.345B	Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.345C	Nondisplaced spiral fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.346B	Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.346C	Nondisplaced spiral fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.351B	Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.351C	Displaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.352B	Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.352C	Displaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.353B	Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.353C	Displaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.354B	Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.354C	Nondisplaced comminuted fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.355B	Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.355C	Nondisplaced comminuted fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.356B	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.356C	Nondisplaced comminuted fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.361B	Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.361C	Displaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.362B	Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.362C	Displaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.363B	Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.363C	Displaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.364B	Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.364C	Nondisplaced segmental fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.365B	Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.365C	Nondisplaced segmental fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.366B	Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.366C	Nondisplaced segmental fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.371B	Galeazzi's fracture of right radius, initial encounter for open fracture type I or II
S52.371C	Galeazzi's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.372B	Galeazzi's fracture of left radius, initial encounter for open fracture type I or II
S52.372C	Galeazzi's fracture of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.379B	Galeazzi's fracture of unspecified radius, initial encounter for open fracture type I or II
S52.379C	Galeazzi's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.381B	Bent bone of right radius, initial encounter for open fracture type I or II
S52.381C	Bent bone of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.382B	Bent bone of left radius, initial encounter for open fracture type I or II
S52.382C	Bent bone of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.389B	Bent bone of unspecified radius, initial encounter for open fracture type I or II
S52.389C	Bent bone of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.391B	Other fracture of shaft of radius, right arm, initial encounter for open fracture type I or II
S52.391C	Other fracture of shaft of radius, right arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.392B	Other fracture of shaft of radius, left arm, initial encounter for open fracture type I or II
S52.392C	Other fracture of shaft of radius, left arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.399B	Other fracture of shaft of radius, unspecified arm, initial encounter for open fracture type I or II
S52.399C	Other fracture of shaft of radius, unspecified arm, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.501B	Unspecified fracture of the lower end of right radius, initial encounter for open fracture type I or II
S52.501C	Unspecified fracture of the lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.502B	Unspecified fracture of the lower end of left radius, initial encounter for open fracture type I or II
S52.502C	Unspecified fracture of the lower end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.509B	Unspecified fracture of the lower end of unspecified radius, initial encounter for open fracture type I or II
S52.509C	Unspecified fracture of the lower end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.511B	Displaced fracture of right radial styloid process, initial encounter for open fracture type I or II
S52.511C	Displaced fracture of right radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.512B	Displaced fracture of left radial styloid process, initial encounter for open fracture type I or II
S52.512C	Displaced fracture of left radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.513B	Displaced fracture of unspecified radial styloid process, initial encounter for open fracture type I or II
S52.513C	Displaced fracture of unspecified radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.514B	Nondisplaced fracture of right radial styloid process, initial encounter for open fracture type I or II
S52.514C	Nondisplaced fracture of right radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.515B	Nondisplaced fracture of left radial styloid process, initial encounter for open fracture type I or II
S52.515C	Nondisplaced fracture of left radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.516B	Nondisplaced fracture of unspecified radial styloid process, initial encounter for open fracture type I or II
S52.516C	Nondisplaced fracture of unspecified radial styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.531B	Colles' fracture of right radius, initial encounter for open fracture type I or II
S52.531C	Colles' fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.532B	Colles' fracture of left radius, initial encounter for open fracture type I or II
S52.532C	Colles' fracture of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.539B	Colles' fracture of unspecified radius, initial encounter for open fracture type I or II
S52.539C	Colles' fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.541B	Smith's fracture of right radius, initial encounter for open fracture type I or II
S52.541C	Smith's fracture of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.542B	Smith's fracture of left radius, initial encounter for open fracture type I or II
S52.542C	Smith's fracture of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.549B	Smith's fracture of unspecified radius, initial encounter for open fracture type I or II
S52.549C	Smith's fracture of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
S52.551B	Other extraarticular fracture of lower end of right radius, initial encounter for open fracture type I or II
S52.551C	Other extraarticular fracture of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
